23.761 23.231 20.814 21.346 18.797 18.689 15.876 15.718 18.423 20.246 20.175 47.533 53.248 57.378 42.555 56.750 59.608 64.209 54.746 49.527 53.915 53.290 5.832 5.474 5.564 5.835 5.516 5.511 4.369 4.836 5.552 5.810 6.094
23.751 23.254 20.844 21.364 18.818 18.700 15.890 15.722 18.435 20.255 20.201 47.431 53.043 57.261 42.444 56.568 59.562 64.112 54.725 49.398 53.841 53.052 5.821 5.492 5.573 5.841 5.523 5.513 4.367 4.827 5.541 5.802 6.093
23.741 23.271 20.863 21.369 18.824 18.704 15.883 15.711 18.442 20.246 20.231 47.482 52.975 57.243 42.405 56.489 59.568 64.089 54.753 49.303 53.894 52.840 5.789 5.492 5.586 5.833 5.511 5.509 4.352 4.817 5.525 5.783 6.077
