cultivo,parc_sistexp,eto_0,eto_-1,eto_-2,eto_-3,eto_-4,eto_-5,eto_-6,eto_-7,eto_-8,eto_-9,eto_-10,eto_-11,eto_-12,tempmax,tempmin,tempmedia,humedadd,ndvi,geometry_wkt
BARBECHO TRADICIONAL,S,1.8342506008226327,1.8587533698980376,1.3455828442238846,2.287642785309272,2.0431450807053038,2.226332041184929,1.7987405128570382,1.6063538524153025,1.3760953319284035,1.2265652385163957,2.09277650146859,1.5924195854895815,1.9271211755913604,15.935150465842096,-1.1738948329333314,7.103960455673412,61.85874595834301,-0.0207028448196416,"POLYGON((-4.512587350332728 41.865943711828805,-4.512580312048216 41.86598987181052,-4.512531702036065 41.8659933796372,-4.512399006442666 41.8660023859927,-4.512168530913802 41.86597446670976,-4.512168990242123 41.865971662962984,-4.512375595785713 41.864709911534035,-4.512587330216159 41.864878619138366,-4.512741340990593 41.8649336874073,-4.512587350332728 41.865943711828805))"
BARBECHO TRADICIONAL,S,1.8342331059952557,1.8587260530336556,1.3455514558949422,2.287604993020228,2.0430487168789835,2.226291088109749,1.7986909190682807,1.6063345806502325,1.3760362293777324,1.2265489622907897,2.092829037091001,1.5924350313903286,1.9271365542222452,15.935061878765351,-1.1737839570173336,7.104056835898493,61.85868938099038,-0.0354252082274057,"POLYGON((-4.512587889289134 41.86594017298908,-4.512741340990593 41.8649336874073,-4.513210133319207 41.86510130787872,-4.513213786991018 41.86509996258318,-4.513197904121751 41.86519634693169,-4.513079435133453 41.865915298013554,-4.513021952038077 41.8659272330062,-4.512921985263943 41.86595101581967,-4.512587889289134 41.86594017298908))"
